Ticker,Company Name,Sector,Industry,P/E Ratio,P/B Ratio,Debt-to-Equity Ratio,ROE,ROA
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Basic Materials,Specialty Chemicals,17.327955,4.209223,32.131,0.25285,0.10103
GULFPETRO.NS,GP Petroleums Limited,Energy,Oil & Gas Refining & Marketing,11.171843,0.8773556,4.572,0.08145001,0.05501
GULPOLY.NS,Gulshan Polyols Limited,Basic Materials,Chemicals,50.14648,1.8808837,59.916,,
GVKPIL.NS,GVK Power & Infrastructure Limited,Utilities,Utilities - Independent Power Producers,1.4224137,,817.233,,
GVPTECH.NS,GVP Infotech Limited,Technology,Information Technology Services,143.25,1.0803168,,0.01546,0.0074
GVT&D.NS,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,137.01169,39.264862,2.768,0.31441998,0.09453
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,33.176323,9.699446,0.172,,
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Technology,Information Technology Services,45.20026,6.908502,,0.15909,0.06416
HAPPYFORGE.NS,,Industrials,Metal Fabrication,36.6406,5.5430818,8.699,0.18396,0.1157
HARDWYN.NS,Hardwyn India Limited,Industrials,Building Products & Equipment,80.4054,2.8799613,2.384,,
HARIOMPIPE.NS,Hariom Pipe Industries Limited,Basic Materials,Steel,26.64426,2.8551323,61.068,0.12529,0.07835
HARRMALAYA.NS,Harrisons Malayalam Limited,Consumer Defensive,Farm Products,,4.024935,67.803,,
HARSHA.NS,Harsha Engineers International Limited,Industrials,Tools & Accessories,34.13315,3.8128734,15.032,,
HATHWAY.NS,Hathway Cable and Datacom Limited,Communication Services,Entertainment,28.789474,0.65124214,0.367,0.02359,0.00993
HATSUN.NS,Hatsun Agro Product Limited,Consumer Defensive,Packaged Foods,75.96407,14.118025,142.891,0.19648,0.0863
HAVELLS.NS,Havells India Limited,Industrials,Electrical Equipment & Parts,73.684555,13.354963,4.247,0.19171,0.08628
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,Lodging,,2.4847252,130.009,,
HBSL.NS,HB Stockholdings Limited,Financial Services,Capital Markets,3.637707,0.83475816,1.135,,
HCC.NS,Hindustan Construction Company Limited,Industrials,Engineering & Construction,11.552113,26.171026,846.592,,0.02704
HCG.NS,HealthCare Global Enterprises Limited,Healthcare,Medical Care Facilities,117.52475,7.683345,172.045,0.06932,0.040370002
HCL-INSYS.NS,HCL Infosystems Limited,Technology,Electronics & Computer Distribution,,,,,
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,30.728241,627.0181,8.393,0.24864,0.13455
HDFCAMC.NS,HDFC Asset Management Company Limited,Financial Services,Asset Management,41.194744,13.362754,,0.34471,0.26669002
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,20.373302,2.8477144,,0.1153,0.01712
HDFCLIFE.NS,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,79.204834,8.597095,6.096,0.11576,0.0025799999
HDIL.NS,Housing Development and Infrastructure Limited,Real Estate,Real Estate - Diversified,,,,,
HEADSUP.NS,Heads UP Ventures Limited,Consumer Cyclical,Apparel Retail,,1.8691589,,,
HECPROJECT.NS,HEC Infra Projects Limited,Industrials,Engineering & Construction,19.405989,3.3916886,86.658,,
HEG.NS,HEG Limited,Industrials,Electrical Equipment & Parts,36.014885,2.3129299,12.7,0.04137,0.00906
HEIDELBERG.NS,HeidelbergCement India Limited,Basic Materials,Building Materials,36.105534,3.563878,10.64,0.09576,0.03927
HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,Real Estate - Diversified,,13.593213,17.496,,
HERANBA.NS,Heranba Industries Limited,Basic Materials,Agricultural Inputs,24.59602,1.993887,19.337,,
HERCULES.NS,Hercules Hoists Limited,Industrials,Specialty Industrial Machinery,20.44607,0.7551374,0.572,,
HERITGFOOD.NS,Heritage Foods Limited,Consumer Defensive,Packaged Foods,25.066523,4.903084,16.074,0.21364,0.12169
HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,20.682545,4.8262043,3.4,,
HESTERBIO.NS,Hester Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,86.58852,6.562555,77.653,0.0868,0.04739
HEUBACHIND.NS,Heubach Colorants India Limited,Basic Materials,Specialty Chemicals,34.95809,2.6490002,5.719,,
HEXATRADEX.NS,Hexa Tradex Limited,Financial Services,Credit Services,,0.4076966,1.188,,
HFCL.NS,HFCL Limited,Technology,Communication Equipment,43.307693,3.8922877,28.689,0.095869996,0.050830003
HGINFRA.NS,H.G. Infra Engineering Limited,Industrials,Engineering & Construction,17.777712,3.538166,90.974,0.22076,0.09887
HGS.NS,Hinduja Global Solutions Limited,Industrials,Specialty Business Services,,0.42809835,27.565,,
HIKAL.NS,Hikal Limited,Healthcare,Drug Manufacturers - Specialty & Generic,61.254177,3.8028696,68.84,,
HIL.NS,HIL Limited,Industrials,Building Products & Equipment,94.96617,1.4920516,73.619,0.01574,-0.01166
HILTON.NS,Hilton Metal Forging Limited,Industrials,Metal Fabrication,54.47541,2.1036084,54.338,,
HIMATSEIDE.NS,Himatsingka Seide Limited,Consumer Cyclical,Textile Manufacturing,20.957672,1.2508053,185.885,0.069299996,
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,11.303923,1.2235736,56.29,0.116330005,0.05547
HINDCOMPOS.NS,Hindustan Composites Limited,Consumer Cyclical,Auto Parts,24.518486,0.80411696,0.012,,
HINDCON.NS,Hindcon Chemicals Limited,Basic Materials,Specialty Chemicals,28.130436,4.6413198,,,
HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials,Copper,65.31325,11.470588,9.735,,
HINDMOTORS.NS,Hindustan Motors Limited,Consumer Cyclical,Auto Manufacturers,15.518135,38.25032,,,
HINDNATGLS.NS,Hindusthan National Glass & Industries Limited,Consumer Cyclical,Packaging & Containers,3.2138286,,,,
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,Energy,Oil & Gas E&P,14.955641,2.1640186,14.823,,
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,20.445795,1.8725324,158.069,0.09233,0.02021
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,53.595325,10.820425,3.238,0.20233999,0.10564999
HINDWAREAP.NS,Hindware Home Innovation Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,3.4096408,172.443,,
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,22.443153,25.710802,191.929,0.82142997,0.21858
HIRECT.NS,Hind Rectifiers Limited,Industrials,Electrical Equipment & Parts,105.20953,17.859026,92.409,0.18462999,0.105399996
HISARMETAL.NS,Hisar Metal Industries Limited,Basic Materials,Steel,24.815603,1.8273926,110.167,0.07591,0.04858
HITECH.NS,Hi-Tech Pipes Limited,Basic Materials,Steel,39.783855,3.3597238,48.551,0.10262,0.06838
HITECHCORP.NS,Hitech Corporation Limited,Consumer Cyclical,Packaging & Containers,24.756786,1.4866953,30.515,,
HITECHGEAR.NS,The Hi-Tech Gears Limited,Consumer Cyclical,Auto Parts,28.412039,3.4416013,64.025,,
HLEGLAS.NS,HLE Glascoat Limited,Industrials,Specialty Industrial Machinery,62.90033,6.3105526,78.441,,
HLVLTD.NS,HLV Limited,Consumer Cyclical,Lodging,48.07895,2.7163248,7.377,,
HMAAGRO.NS,HMA Agro Industries Limited,Consumer Defensive,Packaged Foods,,2.6254544,70.1,0.14328,0.0402
HMT.NS,HMT Limited,Industrials,Farm & Heavy Construction Machinery,,,,,
HMVL.NS,Hindustan Media Ventures Limited,Communication Services,Publishing,27.38485,0.44613504,4.992,0.016390001,-0.023629999
HNDFDS.NS,Hindustan Foods Limited,Industrials,Conglomerates,64.05762,8.6748705,114.947,0.16868,0.064330004
HOMEFIRST.NS,Home First Finance Company India Limited,Financial Services,Mortgage Finance,26.602394,3.8891933,387.513,0.1616,0.03537
HONASA.NS,Honasa Consumer Limited,Consumer Defensive,Household & Personal Products,104.52479,7.4883804,11.958,,
HONAUT.NS,Honeywell Automation India Limited,Industrials,Electrical Equipment & Parts,68.24396,9.534283,2.125,0.14856,0.07202
HONDAPOWER.NS,Honda India Power Products Limited,Industrials,Specialty Industrial Machinery,42.477184,3.6044235,0.058,,
HOVS.NS,HOV Services Limited,Technology,Information Technology Services,30.661085,4.040582,4.586,,
HPAL.NS,HP Adhesives Limited,Basic Materials,Specialty Chemicals,34.861607,4.2479463,1.874,,
HPIL.NS,Hindprakash Industries Limited,Basic Materials,Specialty Chemicals,88.4881,3.384174,44.524,,
HPL.NS,HPL Electric & Power Limited,Industrials,Electrical Equipment & Parts,54.5954,4.2427816,75.473,,
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,Specialty Chemicals,54.65705,7.9609947,10.165,0.16184999,0.098809995
HTMEDIA.NS,HT Media Limited,Communication Services,Publishing,,0.3147365,41.296,-0.02409,-0.02678
HUBTOWN.NS,Hubtown Limited,Real Estate,Real Estate - Development,,1.6968913,71.645,,
HUDCO.NS,Housing and Urban Development Corporation Limited,Financial Services,Credit Services,19.228085,2.7694771,546.443,0.15014,0.025150001
HUHTAMAKI.NS,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,5.1786385,1.7771516,21.947,,
HYBRIDFIN.NS,Hybrid Financial Services Limited,Financial Services,Capital Markets,12.943547,1.1085019,3.793,0.10143,0.0705
HYUNDAI.NS,,Consumer Cyclical,Auto Manufacturers,22.915794,10.527833,7.823,,
ICDSLTD.NS,ICDS Limited,Real Estate,Real Estate Services,52.959015,,,,
ICEMAKE.NS,Ice Make Refrigeration Limited,Industrials,Specialty Industrial Machinery,49.161392,11.795569,26.181,,
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,19.621729,3.2628744,,0.18731001,0.02158
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,41.6566,6.190223,,0.16625,0.02927
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,106.8421,8.095713,10.368,0.078600004,0.00247
ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing,22.144686,3.1142242,66.481,0.14947,0.07901
ICRA.NS,ICRA Limited,Financial Services,Financial Data & Stock Exchanges,39.398155,6.2481794,1.531,0.16374001,0.078990005
IDBI.NS,IDBI Bank Limited,Financial Services,Banks - Regional,12.114467,1.4989967,,0.1321,0.019170001
IDEA.NS,Vodafone Idea Limited,Communication Services,Telecom Services,,,,,-0.015190001
IDEAFORGE.NS,ideaForge Technology Limited,Technology,Computer Hardware,193.2776,3.8189836,2.429,0.020179998,-0.0035299999
IDFCFIRSTB.NS,IDFC First Bank Limited,Financial Services,Banks - Regional,19.299065,1.2257618,,0.07163,0.00792
IEL.NS,Indiabulls Enterprises Limited,Industrials,Rental & Leasing Services,,,,,
IEX.NS,Indian Energy Exchange Limited,Financial Services,Capital Markets,40.07466,15.058234,0.784,0.41028,0.19233
IFBAGRO.NS,IFB Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,211.42067,0.970873,2.022,,
IFBIND.NS,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",75.12995,9.332722,20.827,0.13325,0.03871
IFCI.NS,IFCI Limited,Financial Services,Credit Services,125.32653,3.3717675,60.373,,
IFGLEXPOR.NS,IFGL Refractories Limited,Basic Materials,Building Materials,31.845282,1.4658991,17.111,0.04724,0.02814
IGARASHI.NS,Igarashi Motors India Limited,Consumer Cyclical,Auto Parts,96.484055,4.898495,30.892,,
IGL.NS,Indraprastha Gas Limited,Utilities,Utilities - Regulated Gas,13.745596,2.5832896,0.7,0.1881,0.07519
IGPL.NS,I G Petrochemicals Limited,Basic Materials,Chemicals,31.550951,1.3916672,29.49,,
IIFL.NS,IIFL Finance Limited,Financial Services,Credit Services,16.898552,1.4290868,293.657,0.14543,0.03265
IIFLCAPS.NS,IIFL Capital Services Limited,Financial Services,Capital Markets,14.767287,4.614713,47.391,0.38261002,0.08625
IITL.NS,Industrial Investment Trust Limited,Financial Services,Credit Services,11.154183,1.9584827,,,
IKIO.NS,IKIO Lighting Limited,Technology,Electronic Components,35.02078,3.534782,12.722,,
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,Industrials,Engineering & Construction,,,,,-0.05802
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Communication Services,Entertainment,96.57333,3.6967285,8.93,0.07381,0.03407
IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials,Steel,10.961106,2.036364,12.686,0.18629,0.120979995
IMPAL.NS,India Motor Parts & Accessories Limited,Consumer Cyclical,Auto Parts,19.659832,0.6113454,,0.03682,0.014780001
IMPEXFERRO.NS,Impex Ferro Tech Limited,Basic Materials,Other Industrial Metals & Mining,,,,,-0.09869
INCREDIBLE.NS,Incredible Industries Limited,Basic Materials,Steel,27.40964,1.604542,32.584,,
INDBANK.NS,Indbank Merchant Banking Services Limited,Financial Services,Capital Markets,20.688313,2.3824718,,0.122159995,0.086840004
INDGN.NS,,Healthcare,Health Information Services,48.381264,5.9578857,3.733,,
INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,72.89228,12.063448,26.258,0.17322999,0.084189996
INDIACEM.NS,The India Cements Limited,Basic Materials,Building Materials,,2.0432243,40.332,-0.062069997,-0.01963
INDIAGLYCO.NS,India Glycols Limited,Basic Materials,Chemicals,20.251238,1.8395276,77.461,0.09453,0.041950002
INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,31.477287,7.190748,2.045,0.25163,0.073860005
INDIANB.NS,Indian Bank,Financial Services,Banks - Regional,7.2209535,1.0934896,,0.16504,0.01268
INDIANCARD.NS,The Indian Card Clothing Company Limited,Consumer Cyclical,Textile Manufacturing,2.7371745,0.64159966,7.943,0.26553,-0.00684
INDIANHUME.NS,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction,19.48276,2.4407754,70.164,0.12627,0.0546
INDIASHLTR.NS,India Shelter Finance Corporation Limited,Financial Services,Mortgage Finance,23.445738,2.9509728,161.17,0.16247,0.05526
INDIGO.NS,InterGlobe Aviation Limited,Industrials,Airlines,25.833189,45.109066,1558.415,15.20335,0.06666
INDIGOPNTS.NS,Indigo Paints Limited,Basic Materials,Specialty Chemicals,46.726376,6.9472346,2.917,0.16048001,0.08913
INDNIPPON.NS,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts,21.840946,2.516941,0.472,,
INDOAMIN.NS,Indo Amines Limited,Basic Materials,Chemicals,24.086302,4.7207756,82.324,,
INDOBORAX.NS,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,14.144462,2.0667593,0.011,,
INDOCO.NS,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,99.92424,2.6572385,76.631,0.02723,0.027090002
INDORAMA.NS,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile Manufacturing,,2.8481238,363.849,,
INDOSTAR.NS,IndoStar Capital Finance Limited,Financial Services,Credit Services,38.574272,1.1805655,214.441,0.03183,0.0094
INDOTECH.NS,Indo Tech Transformers Limited,Industrials,Electrical Equipment & Parts,52.88881,14.585217,2.302,,
INDOTHAI.NS,Indo Thai Securities Limited,Financial Services,Capital Markets,62.683746,12.133427,11.115,0.21406999,0.12746
INDOUS.NS,Indo Us Bio-Tech Limited,Basic Materials,Agricultural Inputs,49.579033,9.221207,22.828,,
INDOWIND.NS,Indowind Energy Limited,Utilities,Utilities - Renewable,48.40816,1.0734974,23.202,,
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities,29.618725,8.342502,6.243,0.3147,0.15709
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1.7138789,0.6869997,1.785,,
INDSWFTLTD.NS,Ind-Swift Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2.7741616,,,,
INDTERRAIN.NS,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel Manufacturing,,1.1169603,72.801,,
INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,Banks - Regional,9.044568,1.1212642,,0.13139,0.01596
INDUSTOWER.NS,Indus Towers Limited,Communication Services,Telecom Services,11.94296,3.1117346,75.207,0.28957,0.12465999
INFIBEAM.NS,Infibeam Avenues Limited,Technology,Software - Infrastructure,35.547947,1.8674439,3.719,0.05979,0.02815
INFOBEAN.NS,InfoBeans Technologies Limited,Technology,Software - Application,29.23558,3.2610888,7.947,0.11883,0.060850002
INFOMEDIA.NS,Infomedia Press Limited,Financial Services,Shell Companies,,,,,0.00079
INFY.NS,Infosys Limited,Technology,Information Technology Services,29.44606,738.6948,9.697,0.31404,0.15253
INGERRAND.NS,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery,53.643433,22.319208,1.047,,
INNOVACAP.NS,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,43.087337,6.3035436,29.174,0.18434,0.07591
INNOVANA.NS,,Technology,Software - Application,21.67992,5.4754972,13.595,,
INOXGREEN.NS,Inox Green Energy Services Limited,Utilities,Utilities - Renewable,190.25844,3.3271112,8.702,0.018070001,0.00596
INOXINDIA.NS,INOX India Limited,Industrials,Specialty Industrial Machinery,51.144325,15.312116,2.488,,
INOXWIND.NS,Inox Wind Limited,Industrials,Specialty Industrial Machinery,124.14094,9.071158,109.643,0.0665,0.030539999
INSECTICID.NS,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,16.461731,2.1228848,8.614,,
INSPIRISYS.NS,Inspirisys Solutions Limited,Technology,Information Technology Services,35.366074,16.073313,300.034,,
INTELLECT.NS,Intellect Design Arena Limited,Technology,Software - Application,102.89304,5.1232004,2.488,0.118269995,0.0635
INTENTECH.NS,Intense Technologies Limited,Technology,Software - Infrastructure,17.177956,2.3543868,,0.13642,0.07793
INTERARCH.NS,,Industrials,Engineering & Construction,30.34585,3.8124185,2.968,,
INTLCONV.NS,International Conveyors Limited,Industrials,Specialty Industrial Machinery,6.3948755,1.9704181,45.684,,
INVENTURE.NS,Inventure Growth & Securities Limited,Financial Services,Capital Markets,13.999999,0.7368421,17.403,0.05746,0.03731
IOB.NS,Indian Overseas Bank,Financial Services,Banks - Regional,33.102566,3.5415952,,0.10957,0.0083099995
IOC.NS,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,10.823253,1.0735546,88.031,0.10087,0.03421
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,24.189665,1.5006905,2.033,,
IONEXCHANG.NS,Ion Exchange (India) Limited,Industrials,Pollution & Treatment Controls,36.417995,8.017825,14.946,,
IPCALAB.NS,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,64.64737,6.3536453,18.615,,
IPL.NS,India Pesticides Limited,Basic Materials,Agricultural Inputs,29.686785,2.4287963,3.525,0.08485,0.048860002
IRB.NS,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations,54.049023,2.324003,135.18,0.04476,0.033940002
IRCON.NS,Ircon International Limited,Industrials,Engineering & Construction,21.658163,3.2308395,54.474,0.15654,0.028299998
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Industrials,Railroads,52.616825,17.889242,1.202,0.37674,0.14653
IREDA.NS,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,37.610073,5.8142014,586.184,0.18149,0.02407
IRFC.NS,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,29.617235,3.7650626,786.687,0.13123,0.01312
IRIS.NS,IRIS Business Services Limited,Technology,Software - Application,65.23845,14.0322485,7.53,0.27905,0.10627
IRISDOREME.NS,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing,43.347218,6.7634625,62.027,0.16865999,0.08976
IRMENERGY.NS,IRM Energy Limited,Utilities,Utilities - Regulated Gas,23.06149,1.6064891,24.623,,
ISEC.NS,ICICI Securities Limited,Financial Services,Capital Markets,13.407689,6.148924,498.411,0.53186,0.07848
ISFT.NS,IntraSoft Technologies Limited,Consumer Cyclical,Internet Retail,19.235144,1.1489782,65.954,,
ISGEC.NS,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery,37.835144,4.3811464,31.189,,
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,28.917683,7.884718,0.402,0.28645,0.17
